	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
2092	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3637	tr|A0A0C4DG73|A0A0C4DG73_HUMAN	100.0	7	0	0	1	7	99	105	46.0	18.1	7	tr|A0A0C4DG73|A0A0C4DG73_HUMAN Ubiquitin carboxyl-terminal hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=USP34 PE=1 SV=1
2117	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3670	tr|A0A0U1RR18|A0A0U1RR18_HUMAN	100.0	7	0	0	1	7	896	902	36.0	18.5	7	tr|A0A0U1RR18|A0A0U1RR18_HUMAN Solute carrier family 12 member 7 (Fragment) OS=Homo sapiens OX=9606 GN=SLC12A7 PE=1 SV=1
2118	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3670	tr|A0A0G2JNW7|A0A0G2JNW7_HUMAN	100.0	7	0	0	1	7	995	1001	39.0	18.5	7	tr|A0A0G2JNW7|A0A0G2JNW7_HUMAN Solute carrier family 12 member 7 OS=Homo sapiens OX=9606 GN=SLC12A7 PE=1 SV=1
2119	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3671	tr|A0A0G2JNW7|A0A0G2JNW7_HUMAN	100.0	7	0	0	1	7	996	1002	72.0	17.7	7	tr|A0A0G2JNW7|A0A0G2JNW7_HUMAN Solute carrier family 12 member 7 OS=Homo sapiens OX=9606 GN=SLC12A7 PE=1 SV=1
2120	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3671	tr|A0A0U1RR18|A0A0U1RR18_HUMAN	100.0	7	0	0	1	7	897	903	73.0	17.7	7	tr|A0A0U1RR18|A0A0U1RR18_HUMAN Solute carrier family 12 member 7 (Fragment) OS=Homo sapiens OX=9606 GN=SLC12A7 PE=1 SV=1
2508	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PQT3|A0A1W2PQT3_HUMAN	100.0	7	0	0	1	7	51	57	23.0	19.2	7	tr|A0A1W2PQT3|A0A1W2PQT3_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2509	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PQH3|A0A1W2PQH3_HUMAN	100.0	7	0	0	1	7	14	20	27.0	18.9	7	tr|A0A1W2PQH3|A0A1W2PQH3_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2510	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PR68|A0A1W2PR68_HUMAN	100.0	7	0	0	1	7	51	57	28.0	18.9	7	tr|A0A1W2PR68|A0A1W2PR68_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2511	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PPH1|A0A1W2PPH1_HUMAN	100.0	7	0	0	1	7	51	57	31.0	18.9	7	tr|A0A1W2PPH1|A0A1W2PPH1_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2512	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PQ37|A0A1W2PQ37_HUMAN	100.0	7	0	0	1	7	14	20	31.0	18.9	7	tr|A0A1W2PQ37|A0A1W2PQ37_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2513	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PQY8|A0A1W2PQY8_HUMAN	100.0	7	0	0	1	7	51	57	44.0	18.5	7	tr|A0A1W2PQY8|A0A1W2PQY8_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2514	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PQF8|A0A1W2PQF8_HUMAN	100.0	7	0	0	1	7	51	57	45.0	18.1	7	tr|A0A1W2PQF8|A0A1W2PQF8_HUMAN Malic enzyme OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2515	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PRS2|A0A1W2PRS2_HUMAN	100.0	7	0	0	1	7	50	56	51.0	18.1	7	tr|A0A1W2PRS2|A0A1W2PRS2_HUMAN NAD-dependent malic enzyme, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2516	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PQH4|A0A1W2PQH4_HUMAN	100.0	7	0	0	1	7	51	57	52.0	18.1	7	tr|A0A1W2PQH4|A0A1W2PQH4_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2517	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PRY9|A0A1W2PRY9_HUMAN	100.0	7	0	0	1	7	51	57	54.0	18.1	7	tr|A0A1W2PRY9|A0A1W2PRY9_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2518	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3825	tr|A0A1W2PRH1|A0A1W2PRH1_HUMAN	100.0	7	0	0	1	7	51	57	55.0	18.1	7	tr|A0A1W2PRH1|A0A1W2PRH1_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1
2591	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_3995	tr|A0A087WSZ2|A0A087WSZ2_HUMAN	100.0	7	0	0	1	7	365	371	99.0	17.3	7	tr|A0A087WSZ2|A0A087WSZ2_HUMAN Alpha-actinin-3 OS=Homo sapiens OX=9606 GN=ACTN3 PE=1 SV=1
2592	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4014	tr|E7ER08|E7ER08_HUMAN	100.0	7	0	0	1	7	228	234	54.0	18.1	7	tr|E7ER08|E7ER08_HUMAN Cytochrome P450 26B1 OS=Homo sapiens OX=9606 GN=CYP26B1 PE=1 SV=1
2823	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4183	tr|Q5QPR4|Q5QPR4_HUMAN	100.0	7	0	0	1	7	226	232	74.0	17.7	7	tr|Q5QPR4|Q5QPR4_HUMAN Cyclin-dependent kinase 11A OS=Homo sapiens OX=9606 GN=CDK11A PE=1 SV=1
2824	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4183	tr|Q5QPR3|Q5QPR3_HUMAN	100.0	7	0	0	1	7	259	265	86.0	17.3	7	tr|Q5QPR3|Q5QPR3_HUMAN Cyclin-dependent kinase 11A OS=Homo sapiens OX=9606 GN=CDK11A PE=1 SV=1
2825	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4183	tr|J3KS35|J3KS35_HUMAN	100.0	7	0	0	1	7	260	266	95.0	17.3	7	tr|J3KS35|J3KS35_HUMAN Cyclin-dependent kinase 11A OS=Homo sapiens OX=9606 GN=CDK11A PE=1 SV=1
2826	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_4183	tr|A0A0D9SER5|A0A0D9SER5_HUMAN	100.0	7	0	0	1	7	263	269	98.0	17.3	7	tr|A0A0D9SER5|A0A0D9SER5_HUMAN Cyclin-dependent kinase 11B OS=Homo sapiens OX=9606 GN=CDK11B PE=1 SV=1
